sentence1,sentence2,similarity_score
"['lewinski', 'imbroglio', 'seem', 'like', 'anoth', 'viciou', 'scandal', 'manufactur', 'polit', 'oppon', 'accord', 'extract', 'releas', 'yesterday']","['embrollo', 'lewinski', 'parecía', 'vil', 'escándalo', 'fabricado', 'oponent', 'político', 'según', 'extracto', 'publicado', 'ayer']",3.2
"['num', 'num', 'wire', 'transfer', 'num', 'compani', 'num', 'account', 'total', 'num', 'billion', 'prosecutor', 'said']","['num', 'num', 'transferencia', 'electrónica', 'num', 'num', 'cuenta', 'compañía', 'totalizaron', 'num', 'millon', 'dólare', 'según', 'fiscal']",3.8
"['stoni', 'brook', 'univers', 'launch', 'studi', 'num', 'earlier', 'studi', 'indic', 'possibl', 'connect', 'electromagnet', 'field', 'cancer']","['universidad', 'stoni', 'brook', 'inició', 'estudio', 'num', 'despué', 'estudio', 'anterior', 'indicaran', 'posibl', 'conexión', 'campo', 'electromagnético', 'cáncer']",3.2
"['earlier', 'defi', 'polic', 'order', 'cri', 'allahu', 'akbar', 'god', 'greatest', 'bashir', 'walk', 'seat', 'tightli', 'guard', 'courtroom']","['desafiado', 'orden', 'policía', 'gritaron', 'allahu', 'akbar', 'dio', 'grand', 'mientra', 'bashir', 'caminaba', 'hacia', 'asiento', 'sala', 'fuertement', 'custodiada']",4.0
"['metropolitan', 'ambul', 'spokesman', 'jame', 'howe', 'said', 'five', 'peopl', 'taken', 'hospit', 'three', 'treat', 'scene', 'yesterday', 'incid']","['portavoz', 'ambulancia', 'metropolitana', 'jame', 'howe', 'dijo', 'cinco', 'persona', 'llevada', 'hospit', 'tre', 'tratada', 'escena', 'despué', 'incident', 'ayer']",3.333
"['clear', 'joint', 'intellig', 'committe', 'involv']","['claro', 'comité', 'conjunto', 'inteligencia', 'involucrado']",2.0
"['num', 'twentysometh', 'obes', 'roughli', 'num', 'pound', 'healthi', 'weight']","['alrededor', 'num', 'veinteañero', 'obeso', 'equival', 'una', 'num', 'libra', 'encima', 'peso', 'salud']",2.6
"['coupl', 'american', 'version', 'hit', 'british', 'comedi', 'get', 'valuabl', 'thursday', 'num', 'pm', 'time', 'slot']","['coupl', 'versión', 'americana', 'exitosa', 'comedia', 'británica', 'valioso', 'horario', 'juev', 'num', 'pm']",3.0
"['bodi', 'found', 'sever', 'week', 'later', 'green', 'river']","['cuerpo', 'encontrado', 'varia', 'semana', 'despué', 'río', 'verd']",2.6
"['fight', 'continu', 'midnight', 'western', 'rebel', 'command', 'ousman', 'coulibali', 'told', 'reuter', 'satellit', 'phone', 'sunday']","['combat', 'continuaron', 'medianoch', 'dijo', 'domingo', 'reuter', 'comandant', 'rebeld', 'occident', 'ousman', 'coulibali', 'teléfono', 'satelit']",2.8
"['read', 'august', 'juli', 'best', 'seen', 'sinc', 'survey', 'began', 'august', 'num']","['lectura', 'agosto', 'julio', 'mejor', 'vista', 'comenzó', 'encuesta', 'agosto', 'num']",3.0
"['u', 'special', 'forc', 'troop', 'train', 'colombian', 'soldier', 'militari', 'base', 'region', 'protect', 'pipelin', 'transport', 'crude', 'colombia', 'secondbiggest', 'oil', 'field']","['tropa', 'fuerza', 'especial', 'eeuu', 'entrenando', 'soldado', 'colombiano', 'base', 'militar', 'región', 'proteg', 'oleoducto', 'transporta', 'crudo', 'segundo', 'campo', 'petrolero', 'colombia']",3.2
"['need', 'certifi', 'pay', 'go', 'budget', 'midjuli', 'school', 'wont', 'open', 'septemb', 'strayhorn', 'said']","['necesitamo', 'paga', 'certificada', 'según', 'presupuesto', 'mediado', 'julio', 'escuela', 'abrirán', 'septiembr', 'dijo', 'strayhorn']",2.6
"['share', 'hartford', 'rose', 'num', 'num', 'new', 'york', 'stock', 'exchang', 'composit', 'trade']","['accion', 'hartford', 'subieron', 'num', 'dólare', 'num', 'dólare', 'comercio', 'compuesto', 'bolsa', 'nueva', 'york']",2.5
"['dvdcca', 'appeal', 'state', 'suprem', 'court']","['dvdcca', 'apeló', 'entonc', 'cort', 'suprema']",4.5
"['countrymus', 'station', 'kkc', 'suspend', 'two', 'disc', 'jockey', 'play', 'song', 'dixi', 'chick', 'violat', 'ban', 'impos', 'one', 'group', 'member', 'critic', 'presid', 'georg', 'bush']","['emisora', 'música', 'countri', 'kkc', 'suspendido', 'do', 'discjockey', 'tocar', 'cancion', 'dixi', 'chick', 'violación', 'prohibición', 'impuesta', 'despué', 'miembro', 'grupo', 'criticara', 'president', 'georg', 'bush']",3.25
"['sovereign', 'share', 'lost', 'num', 'cent', 'num', 'num']","['accion', 'sovereign', 'perdieron', 'num', 'centavo', 'num', 'num', 'dólare']",4.0
"['aspen', 'technolog', 'share', 'drop', 'num', 'cent', 'num', 'percent', 'close', 'num', 'nasdaq']","['accion', 'aspen', 'technolog', 'cayeron', 'num', 'centavo', 'num', 'ciento', 'cerrar', 'num', 'dólare', 'nasdaq']",2.2
"['new', 'law', 'requir', 'librari', 'school', 'use', 'filter', 'lose', 'feder', 'financ']","['nueva', 'ley', 'exig', 'biblioteca', 'escuela', 'utilicen', 'filtro', 'pierdan', 'financiación', 'feder']",2.8
"['addit', 'offer', 'unit', 'state', 'israel', 'way', 'work', 'around', 'mr', 'arafat']","['ademá', 'ofrecía', 'unido', 'israel', 'forma', 'trabajar', 'torno', 'sr', 'arafat']",3.6
"['ye', 'marilyn', 'monro', 'definit', 'part', 'stori', 'titl', 'arthur', 'miller', 'elia', 'kazan', 'blacklist', 'none', 'without', 'sin']","['marilyn', 'monro', 'definitivament', 'part', 'historia', 'titulada', 'arthur', 'miller', 'elia', 'kazan', 'lista', 'negra', 'ninguno', 'pecado']",2.6
"['gilroy', 'polic', 'fbi', 'agent', 'describ', 'gehr', 'cooper', 'said', 'saturday', 'reveal', 'noth', 'happen', 'child']","['policía', 'gilroy', 'agent', 'fbi', 'describieron', 'gehr', 'cooperador', 'dijeron', 'sábado', 'revelado', 'pasado', 'niño']",3.8
"['scribner', 'bodi', 'found', 'float', 'citi', 'portag', 'bay', 'live', 'wife', 'houseboat']","['cuerpo', 'scribner', 'encontrado', 'flotando', 'bahía', 'portag', 'vivía', 'esposa', 'casa', 'flotant']",3.2
"['protest', 'rush', 'stage', 'twice', 'cut', 'power', 'microphon', 'hedg', 'drew', 'speech', 'earli', 'close']","['despué', 'manifestant', 'precipitaran', 'escenario', 'cortaran', 'do', 'vece', 'energía', 'micrófono', 'hedg', 'dio', 'terminado', 'discurso']",5.0
"['passerbi', 'found', 'ben', 'hide', 'along', 'dirt', 'road', 'spanish', 'fork', 'canyon', 'num', 'pm', 'hand', 'still', 'tape', 'togeth', 'foot', 'free']","['transeúnt', 'encontró', 'ben', 'escondido', 'largo', 'camino', 'tierra', 'spanish', 'fork', 'canyon', 'alrededor', 'num', 'pm', 'mano', 'todavía', 'pegada', 'cinta', 'adhesiva', 'pie', 'libr']",4.0
"['doctor', 'say', 'one', 'boy', 'may', 'die', 'brain', 'damag', 'possibl', 'surviv']","['médico', 'dicen', 'ambo', 'chico', 'pueden', 'morir', 'posibl', 'produzca', 'algún', 'daño', 'cerebr', 'si', 'sobreviven']",5.0
"['also', 'miss', 'al', 'larsen', 'num', 'fort', 'worth', 'texa', 'anoth', 'vehicl', 'swept', 'turnpik']","['falta', 'larsen', 'num', 'fort', 'worth', 'texa', 'vehículo', 'arrastrado', 'autopista']",2.2
"['britishbas', 'glaxosmithklin', 'plc', 'said', 'earlier', 'year', 'would', 'cut', 'suppli', 'canadian', 'drugstor', 'ship', 'unit', 'state']","['empresa', 'británica', 'glaxosmithklin', 'plc', 'dijo', 'principio', 'año', 'cortaría', 'suministro', 'farmacia', 'canadiens', 'dirigen', 'unido']",4.2
"['festiv', 'kick', 'yesterday', 'one', 'day', 'competit', 'commiss', 'deliv', 'final', 'verdict', 'govern', 'propos', 'num', 'billion', 'merger']","['festiv', 'comenzó', 'ayer', 'día', 'despué', 'comisión', 'competencia', 'diera', 'veredicto', 'final', 'gobierno', 'propuesta', 'fusión', 'num', 'millon', 'libra']",2.818
"['said', 'persist', 'eventu', 'allow', 'fix', 'bike', 'sat', 'front', 'seat', 'car']","['dijo', 'persistió', 'eventualment', 'permitió', 'arreglar', 'bicicleta', 'mientra', 'sentaba', 'asiento', 'delantero', 'auto']",3.875
"['daniel', 'said', 'doesnt', 'know', 'bush', 'say', 'tonight', 'numperperson', 'presidenti', 'fundrais']","['daniel', 'dijo', 'sabe', 'bush', 'decir', 'recaudación', 'fondo', 'presidencial', 'noch', 'num', 'dólare', 'persona']",4.4
"['threejudg', 'panel', 'numth', 'u', 'circuit', 'court', 'appeal', 'rule', 'late', 'friday', 'small', 'size', 'limit', 'use', 'secular', 'purpos', 'make', 'imag', 'legitim']","['panel', 'tre', 'juec', 'numº', 'circuito', 'cort', 'apelacion', 'eeuu', 'dictaminó', 'viern', 'pequeño', 'tamaño', 'uso', 'limitado', 'propósito', 'secular', 'hacen', 'imagen', 'legítima']",2.8
"['num', 'famili', 'frog', 'known', 'identifi', 'describ', 'midnum', 'last', 'num']","['sólo', 'conocen', 'num', 'familia', 'rana', 'mayoría', 'identificada', 'descrita', 'mediado', 'siglo', 'xix', 'última', 'num']",3.8
"['offici', 'brandei', 'said', 'extrem', 'heartrend', 'time', 'campu']","['oficial', 'brandei', 'dijeron', 'momento', 'extremadament', 'desgarrador', 'campu']",4.4
"['valu', 'total', 'num', 'million', 'includ', 'convert', 'secur', 'accord', 'corel']","['valor', 'total', 'num', 'millon', 'dólare', 'incluyendo', 'valor', 'convert', 'según', 'corel']",5.0
"['start', 'num', 'super', 'bowl', 'miami', 'lost', 'num', 'washington']","['empezó', 'super', 'bowl', 'num', 'miami', 'perdió', 'num', 'washington']",3.0
"['nterpris', 'linux', 'servic', 'expect', 'avail', 'end', 'year']","['espera', 'nterpris', 'linux', 'servic', 'dispon', 'final', 'año']",2.667
"['exclud', 'onetim', 'item', 'compani', 'enjoy', 'profit', 'num', 'cent', 'share']","['excluyendo', 'artículo', 'sola', 'vez', 'compañía', 'disfrutó', 'beneficio', 'num', 'centavo', 'acción']",2.333
"['question', 'motif', 'deskbound', 'presid', 'assum', 'garb', 'warrior', 'purpos', 'speech']","['cuestiono', 'motivo', 'president', 'escritorio', 'asum', 'traje', 'guerrero', 'propósito', 'discurso']",3.0
"['broader', 'standard', 'poor', 'num', 'index', 'spx', 'fell', 'num', 'point', 'num', 'percent', 'num']","['índice', 'amplio', 'standard', 'poor', 'num', 'spx', 'cayó', 'num', 'punto', 'num', 'ciento', 'num']",1.333
"['instead', 'ticket', 'jersey', 'jam', 'went', 'sale', 'last', 'night', 'ticketmast']","['lugar', 'entrada', 'jamón', 'jersey', 'salieron', 'venta', 'anoch', 'travé', 'ticketmast']",3.8
"['earlier', 'monday', 'grant', 'thornton', 'spa', 'repeat', 'previou', 'statement', 'victim', 'fraudul', 'action']","['principio', 'lune', 'grant', 'thornton', 'spa', 'repitió', 'declaracion', 'anterior', 'víctima', 'acción', 'fraudulenta']",3.4
"['peter', 'lyman', 'hal', 'varian', 'berkeley', 'school', 'inform', 'manag', 'system', 'say', 'inform', 'product', 'increas', 'num', 'percent', 'year', 'num', 'num']","['peter', 'lyman', 'hal', 'varian', 'escuela', 'gestión', 'sistema', 'información', 'berkeley', 'dicen', 'producción', 'información', 'aumentado', 'num', 'cada', 'año', 'num', 'num']",2.0
"['judgment', 'num', 'percent', 'inform', 'declassifi', 'becom', 'uncensor', 'american', 'peopl', 'would', 'know']","['juicio', 'num', 'ciento', 'información', 'debería', 'ser', 'desclasificada', 'censura', 'pueblo', 'americano', 'sepa']",3.4
"['research', 'found', 'empti', 'caviti', 'scar', 'tissu', 'tumor']","['investigador', 'sólo', 'encontraron', 'cavidad', 'vacía', 'tejido', 'cicatrizado', 'tumor']",4.0
"['washington', 'howev', 'said', 'need', 'prevent', 'complaint', 'file', 'first', 'place']","['washington', 'embargo', 'dijo', 'necesitaba', 'evitar', 'presentaran', 'queja', 'primer', 'lugar']",2.8
"['num', 'hour', 'surgeri', 'year', 'anticip', 'boy', 'separ', 'sunday', 'children', 'medic', 'center', 'dalla']","['despué', 'num', 'hora', 'cirugía', 'año', 'anticipación', 'chico', 'separado', 'domingo', 'children', 'medic', 'center', 'dalla']",3.2
"['pine', 'said', 'would', 'conven', 'relev', 'parti', 'bodi', 'within', 'num', 'day', 'discu', 'whether', 'new', 'elect', 'would', 'held', 'whether', 'temporari', 'leader', 'would', 'appoint']","['pine', 'dijo', 'convocaría', 'órgano', 'pertinent', 'partido', 'plazo', 'num', 'día', 'discutir', 'si', 'celebrarían', 'nueva', 'eleccion', 'si', 'nombraría', 'líder', 'tempor']",3.6
"['euro', 'soar', 'usnum', 'asian', 'trade', 'slip', 'back', 'slightli', 'usnum', 'trade', 'open', 'europ']","['euro', 'disparó', 'num', 'dólare', 'comercio', 'asiático', 'retroced', 'ligerament', 'num', 'dólare', 'abrirs', 'comercio', 'europa']",3.6
"['abba', 'told', 'summit', 'would', 'end', 'arm', 'intefadeh', 'renounc', 'terror', 'isra', 'wherev', 'might', 'allud', 'disarm', 'milit']","['abba', 'dijo', 'cumbr', 'pondría', 'fin', 'intefadeh', 'armado', 'renunció', 'terrorismo', 'israelí', 'dondequiera', 'aludió', 'desarm', 'militant']",4.2
"['cmdr', 'rod', 'gibbon', 'academi', 'spokesman', 'said', 'academi', 'shock', 'sadden']","['comandant', 'rod', 'gibbon', 'portavoz', 'academia', 'dijo', 'academia', 'conmocionada', 'trist']",3.25
"['share', 'lendingtre', 'rose', 'num', 'num', 'percent', 'num', 'hit', 'num', 'earlier']","['accion', 'lendingtre', 'subieron', 'num', 'dólare', 'num', 'ciento', 'num', 'dólare', 'despué', 'haber', 'alcanzado', 'num', 'dólare', 'anteriorment']",2.75
"['last', 'week', 'lawyer', 'ask', 'warner', 'grant', 'clemenc', 'condit', 'would', 'lead', 'new', 'sentenc', 'hear']","['semana', 'pasada', 'abogado', 'pidieron', 'warner', 'concediera', 'clemencia', 'bajo', 'condicion', 'llevarían', 'nueva', 'audiencia', 'sentencia']",2.5
"['think', 'releas', 'year', 'ago', 'said', 'brian', 'rohrbough', 'whose', 'son', 'daniel', 'kill', 'columbin']","['creo', 'debería', 'haber', 'sido', 'liberado', 'hace', 'año', 'dijo', 'brian', 'rohrbough', 'cuyo', 'hijo', 'daniel', 'asesinado', 'columbin']",1.75
"['cia', 'director', 'georg', 'tenet', 'said', 'two', 'men', 'defin', 'dedic', 'courag']","['director', 'cia', 'georg', 'tenet', 'dijo', 'do', 'hombr', 'definieron', 'dedicación', 'coraj']",4.25
"['softwar', 'licens', 'revenu', 'measur', 'financi', 'analyst', 'watch', 'close', 'decreas', 'num', 'percent', 'num', 'million']","['ingreso', 'licencia', 'softwar', 'medida', 'analista', 'financiero', 'observan', 'cerca', 'disminuyeron', 'num', 'ciento', 'num', 'millon', 'dólare']",5.0
"['dotson', 'num', 'arrest', 'charg', 'juli', 'num', 'reportedli', 'tell', 'author', 'shot', 'dennehi', 'dennehi', 'tri', 'shoot']","['dotson', 'num', 'año', 'arrestado', 'acusado', 'num', 'julio', 'despué', 'haber', 'dicho', 'autoridad', 'disparó', 'dennehi', 'despué', 'dennehi', 'trató', 'dispararl']",4.25
"['prosecutor', 'contend', 'mr', 'durst', 'plot', 'murder', 'assum', 'mr', 'black', 'ident']","['fiscal', 'sostuvieron', 'sr', 'durst', 'planeó', 'asesinato', 'asumir', 'identidad', 'sr', 'black']",4.75
"['object', 'cite', 'peoplesoft', 'board', 'reject', 'oracl', 'offer']","['objeción', 'citada', 'junta', 'peoplesoft', 'rechazar', 'oferta', 'oracl']",2.75
"['sever', 'black', 'democrat', 'leader', 'attempt', 'arrang', 'meet', 'dnc', 'chairman', 'terri', 'mcauliff', 'discu', 'layoff']","['vario', 'lídere', 'demócrata', 'negro', 'intentaban', 'organizar', 'reunión', 'president', 'dnc', 'terri', 'mcauliff', 'discutir', 'despido']",3.25
"['dark', 'day', 'industri', 'giovanni', 'bisignani', 'director', 'gener', 'genevabas', 'organ', 'said', 'statement']","['día', 'oscuro', 'industria', 'dijo', 'giovanni', 'bisignani', 'director', 'gener', 'organización', 'sede', 'ginebra', 'comunicado']",3.5
"['seven', 'nation', 'initi', 'britain', 'germani', 'itali', 'netherland', 'poland', 'portug', 'spain']","['siet', 'nacion', 'iniciativa', 'gran', 'bretaña', 'alemania', 'italia', 'país', 'bajo', 'polonia', 'portug', 'españa']",3.6
"['averag', 'american', 'make', 'four', 'trip', 'day', 'num', 'percent', 'shop', 'errand']","['americano', 'medio', 'hace', 'cuatro', 'viaj', 'día', 'num', 'ciento', 'hacer', 'compra', 'recado']",3.333
"['also', 'strateg', 'win', 'overtur', 'given', 'knight', 'ridder', 'option', 'sign', 'googl', 'servic']","['victoria', 'estratégica', 'overtur', 'knight', 'ridder', 'opción', 'firmar', 'servicio', 'googl']",4.0
"['week', 'lead', 'execut', 'sever', 'florida', 'offici', 'receiv', 'anonym', 'threaten', 'letter']","['semana', 'previa', 'ejecución', 'vario', 'funcionario', 'florida', 'recibieron', 'carta', 'anónima', 'amenazadora']",3.5
"['hoy', 'confirm', 'woman', 'age', 'tuesday', 'said', 'left', 'vacat', 'famili']","['hoy', 'confirmó', 'edad', 'mujer', 'mart', 'dijo', 'ido', 'vacacion', 'familia']",3.4
"['boston', 'cathol', 'archdioces', 'boston', 'offer', 'num', 'million', 'settl', 'num', 'clergi', 'sex', 'abus', 'lawsuit', 'accord', 'document', 'obtain', 'associ', 'press']","['boston', 'arquidiócesi', 'católica', 'boston', 'ofrecido', 'num', 'millon', 'dólare', 'resolv', 'num', 'demanda', 'abuso', 'sexual', 'clérigo', 'según', 'documento', 'obtenido', 'the', 'associ', 'press']",3.6
"['num', 'hour', 'record', 'includ', 'convers', 'polic', 'firefight', 'emerg', 'worker', 'well', 'medium', 'inquiri']","['num', 'hora', 'grabacion', 'incluyen', 'conversacion', 'policía', 'bombero', 'trabajador', 'emergencia', 'así', 'consulta', 'medio', 'comunicación']",3.6
"['numyear', 'bond', 'usnumytrr', 'jump', 'num', 'take', 'yield', 'num', 'percent', 'num', 'percent']","['bono', 'num', 'año', 'usnumytrr', 'saltó', 'num', 'llevando', 'rendimiento', 'num', 'ciento', 'num', 'ciento']",2.0
"['candid', 'nation', 'labor', 'endors', 'far', 'pick', 'numth', 'union', 'tuesday', 'unit', 'steelwork', 'america', 'endors']","['único', 'candidato', 'ganado', 'apoyo', 'trabajador', 'nacional', 'ahora', 'recogiendo', 'numº', 'sindicato', 'mart', 'unit', 'steelwork', 'of', 'america', 'apoyaron']",3.6
"['oracl', 'share', 'fell', 'num', 'cent', 'num', 'percent', 'num']","['accion', 'oracl', 'cayeron', 'num', 'centavo', 'num', 'ciento', 'num', 'dólare']",1.6
"['north', 'american', 'futur', 'point', 'subpar', 'start', 'trade', 'tuesday', 'investor', 'readi', 'get', 'first', 'tast', 'quarterli', 'earn']","['futuro', 'norteamericano', 'apuntan', 'inicio', 'operacion', 'inferior', 'esperado', 'mart', 'inversor', 'dispuesto', 'probar', 'primera', 'vez', 'ganancia', 'trimestral']",4.6
"['market', 'broader', 'gaug', 'also', 'post', 'big', 'gain', 'climb', 'higher', 'four', 'consecut', 'week']","['indicador', 'amplio', 'mercado', 'registraron', 'grand', 'ganancia', 'subido', 'cuatro', 'semana', 'consecutiva']",3.6
"['jim', 'furyk', 'celebr', 'first', 'father', 'day', 'father', 'win', 'first', 'major', 'golf', 'championship']","['jim', 'furyk', 'celebró', 'primer', 'día', 'padr', 'padr', 'ganando', 'primer', 'gran', 'campeonato', 'golf']",3.0
"['pass', 'lemelson', 'medic', 'educ', 'research', 'foundat', 'limit', 'partnership', 'num', 'syndia']","['pasaron', 'sociedad', 'limitada', 'fundación', 'médica', 'educativa', 'investigación', 'lemelson', 'num', 'syndia']",2.4
"['sia', 'say', 'dram', 'market', 'expect', 'grow', 'num', 'percent', 'num', 'billion', 'num', 'num', 'percent', 'num', 'billion', 'num']","['sia', 'dice', 'espera', 'mercado', 'dram', 'crezca', 'num', 'ciento', 'num', 'millon', 'dólare', 'num', 'num', 'ciento', 'num', 'millon', 'dólare', 'num']",1.2
"['morril', 'wife', 'elli', 'sob', 'hug', 'bondeson', 'sisterinlaw', 'servic']","['esposa', 'morril', 'elli', 'sollozó', 'abrazó', 'cuñada', 'bondeson', 'servicio']",3.4
"['mr', 'grassley', 'mr', 'baucu', 'reject', 'dispar', 'drug', 'benefit']","['sr', 'grassley', 'sr', 'baucu', 'rechazaron', 'cualquier', 'disparidad', 'beneficio', 'droga']",3.0
"['yearago', 'quarter', 'steelmak', 'record', 'profit', 'num', 'million', 'num', 'cent', 'per', 'share', 'sale', 'num', 'billion']","['trimestr', 'año', 'pasado', 'siderúrgica', 'registró', 'beneficio', 'num', 'millon', 'dólare', 'num', 'centavo', 'acción', 'una', 'venta', 'num', 'millon', 'dólare']",3.4
"['nasdaq', 'weekli', 'gain', 'num', 'num', 'percent', 'close', 'num', 'friday']","['nasdaq', 'ganancia', 'seman', 'num', 'num', 'ciento', 'cerrando', 'num', 'viern']",1.8
