sentence1,sentence2,score
"['man', 'two', 'woman', 'smile', 'camera', 'sit', 'blue', 'sofa']","['man', 'woman', 'smile', 'camera', 'stand', 'kitchen']",2.2
"['larg', 'cruis', 'ship', 'harbor', 'tree', 'behind']","['cruis', 'ship', 'dock', 'coast']",3.4
"['two', 'cow', 'cross', 'road', 'intersect']","['two', 'cow', 'cross', 'pave', 'street']",3.8
"['sever', 'cow', 'graze', 'median', 'road']","['five', 'cow', 'graze', 'patch', 'grass', 'two', 'roadway']",4.0
"['black', 'cow', 'brown', 'cow', 'stand', 'plain', 'front', 'uproot', 'tree']","['black', 'cow', 'brown', 'cow', 'stand', 'front', 'small', 'cops', 'tree', 'field']",4.2
"['red', 'doubl', 'decker', 'bu', 'drive', 'street']","['doubl', 'decker', 'bu', 'citi', 'street']",3.6
"['tan', 'cow', 'ear', 'tag', 'grassi', 'field']","['person', 'grassi', 'field', 'tend', 'sheep']",1.2
"['close', 'front', 'end', 'purpl', 'white', 'motor', 'cycl']","['close', 'rear', 'red', 'sport', 'car']",1.2
"['two', 'woman', 'shop', 'cloth', 'store']","['two', 'woman', 'cloth', 'store']",4.6
"['group', 'peopl', 'sit', 'restaur', 'tabl']","['group', 'peopl', 'sit', 'tabl', 'restaur']",4.6
"['closeup', 'brown', 'hors', 'head']","['closeup', 'yellow', 'school', 'bu']",0.0
"['person', 'red', 'cap', 'stand', 'next', 'brick', 'support', 'beam']","['brown', 'hors', 'stand', 'grass', 'scrub']",0.0
"['bay', 'foal', 'walk', 'next', 'mother', 'grassi', 'field']","['closeup', 'young', 'hors', 'walk', 'next', 'larger', 'hors']",2.6
"['woman', 'stand', 'next', 'brown', 'cow']","['woman', 'glass', 'stand', 'next', 'cow', 'field']",3.8
"['dog', 'peak', 'back', 'truck']","['dog', 'peek', 'back', 'van']",3.6
"['woman', 'blue', 'shift', 'dress', 'cut', 'food']","['woman', 'blue', 'dress', 'cut', 'cake']",3.8
"['black', 'white', 'cat', 'look', 'camera']","['grey', 'black', 'white', 'cat', 'look', 'camera']",3.6
"['two', 'brunett', 'girl', 'sit', 'atop', 'red', 'yellow', 'motorcycl', 'side', 'car']","['coupl', 'pose', 'red', 'yellow', 'motorcycl']",3.2
"['small', 'white', 'cat', 'stand', 'sink']","['grey', 'white', 'cat', 'sit', 'bathroom', 'sink']",3.6
"['man', 'back', 'seat', 'red', 'tandem', 'bicycl']","['man', 'alon', 'back', 'tandem', 'bicycl']",3.6
"['comput', 'desk']","['comput', 'oper', 'desk']",4.0
"['small', 'child', 'smile', 'camera']","['small', 'child', 'sit', 'cement', 'wall', 'near', 'white', 'flower']",1.6
"['littl', 'bird', 'float', 'water']","['duck', 'float', 'water']",2.4
"['white', 'bu', 'word', 'julia', 'near', 'water', 'big', 'ship']","['white', 'bu', 'water', 'barg', 'background']",3.8
"['old', 'blue', 'white', 'train', 'track']","['blue', 'train', 'mountain', 'area']",2.6
"['yellow', 'boat', 'beach']","['yellow', 'boat', 'shore']",4.0
"['kitchendin', 'paper', 'lay', 'blue', 'cloth', 'dine', 'tabl']","['small', 'kitchen', 'clutter', 'tabl', 'blue', 'tabl', 'cloth']",3.4
"['train', 'station']","['train', 'insid', 'indoor', 'station']",3.8
"['gray', 'cat', 'sit', 'window', 'ledg', 'look', 'camera']","['cat', 'stand', 'window', 'sill', 'look', 'camera']",4.0
"['man', 'play', 'guitar', 'sit']","['red', 'white', 'bu', 'drive', 'road']",0.0
"['red', 'doubl', 'decker', 'bu', 'drive', 'street']","['doubl', 'decker', 'bu', 'citi', 'street']",4.2
"['three', 'cow', 'graze', 'grassi', 'field']","['three', 'cow', 'graze', 'field']",4.6
"['brown', 'train', 'sit', 'railroad', 'track']","['white', 'train', 'sit', 'track']",2.25
"['black', 'white', 'horn', 'cow', 'stand', 'field']","['black', 'white', 'photo', 'cat', 'sit', 'sofa']",0.4
"['tini', 'blond', 'child', 'blue', 'dress', 'sit', 'tabl', 'near', 'mother']","['young', 'blond', 'girl', 'wear', 'helmet', 'sit', 'red', 'bicycl', 'behind']",1.6
"['group', 'peopl', 'sit', 'restaur', 'tabl']","['group', 'peopl', 'sit', 'around', 'tabl', 'porch']",2.6
"['black', 'white', 'cow', 'pen', 'hay']","['black', 'white', 'cat', 'lie', 'dirt']",0.4
"['red', 'doubledeck', 'bu']","['front', 'left', 'side', 'red', 'doubl', 'decker', 'bu']",3.2
"['closeup', 'view', 'hors', 'head']","['side', 'view', 'hors', 'head']",3.2
"['old', 'fashion', 'wooden', 'sail', 'ship', 'ocean']","['wooden', 'yacht', 'ocean']",3.2
"['sheep', 'stand', 'mountain', 'area']","['larg', 'sheep', 'stand', 'hill']",4.4
"['white', 'plane', 'runway']","['white', 'airplan', 'runway']",4.8
"['tan', 'puppi', 'pet']","['tan', 'puppi', 'held', 'pet']",4.4
"['eleg', 'dine', 'room', 'wood', 'furnitur']","['eleg', 'pink', 'dine', 'room', 'wooden', 'furnitur']",3.8
"['woman', 'lay', 'across', 'two', 'men', 'sit', 'sofa']","['two', 'men', 'short', 'sit', 'sofa']",2.0
"['two', 'motorbik', 'dirt', 'track']","['two', 'dirt', 'biker', 'ride', 'dirt', 'hill']",3.6
"['black', 'white', 'cat', 'look', 'camera']","['black', 'white', 'dog', 'look', 'camera']",2.2
"['gray', 'cat', 'green', 'eye', 'look', 'camera']","['grey', 'cat', 'green', 'eye', 'look', 'camera']",5.0
"['two', 'lamb', 'stand', 'grassi', 'hill']","['two', 'dirt', 'biker', 'ride', 'dirt', 'hill']",0.2
"['man', 'white', 'wine', 'bottl', 'woman', 'red', 'turtleneck', 'white', 'vest']","['man', 'woman', 'pose', 'field', 'bottl', 'wine']",3.0
"['lone', 'cow', 'sit', 'cold', 'yard']","['black', 'white', 'cow', 'stand', 'field']",1.8
"['doubl', 'decker', 'bu', 'drive', 'citi', 'street']","['red', 'doubl', 'decker', 'bu', 'drive', 'street']",3.6
"['larg', 'black', 'white', 'cat', 'rest', 'windowsil']","['small', 'white', 'cat', 'sit', 'sink']",1.8
"['boy', 'feed', 'sheep']","['boy', 'feed', 'sheep', 'hay']",4.2
"['girl', 'black', 'desktop', 'hold', 'open', 'box', 'corn', 'flake', 'carton', 'milk']","['girl', 'wear', 'black', 'short', 'boot', 'stand', 'next', 'blue', 'motorcycl']",0.0
"['close', 'small', 'cactu', 'pot']","['close', 'woman', 'hold', 'white', 'puppi']",0.8
"['white', 'sheep', 'stand', 'green', 'hill']","['sheep', 'stand', 'hillsid']",4.0
"['black', 'white', 'bird', 'bodi', 'water', 'grass', 'background']","['bu', 'road', 'ferri', 'wheel', 'background']",0.0
"['wooden', 'bicycl', 'awn']","['group', 'elderli', 'peopl', 'sit', 'around', 'dine', 'tabl']",0.0
"['black', 'white', 'photo', 'dilapid', 'wooden', 'fenc']","['black', 'white', 'photo', 'old', 'wooden', 'fenc', 'near', 'dirti', 'street']",4.5
"['two', 'brown', 'hors', 'stand', 'green', 'meadow']","['brown', 'hors', 'stand', 'tall', 'grass']",2.6
"['two', 'men', 'wear', 'bike', 'helmet']","['two', 'men', 'stand', 'bicycl', 'outsid', 'shop']",1.6
"['man', 'play', 'video', 'game', 'store']","['man', 'play', 'game', 'store']",3.4
"['group', 'peopl', 'sit', 'around', 'tabl', 'porch']","['group', 'peopl', 'sit', 'around', 'tabl', 'food']",3.6
"['young', 'girl', 'wear', 'bike', 'helmet', 'bicycl', 'background']","['woman', 'hold', 'small', 'dog', 'leash', 'chair', 'background']",0.0
"['back', 'stop', 'sign', 'mani', 'sticker']","['back', 'stop', 'sign', 'adorn', 'sticker']",5.0
"['bicycl', 'park', 'outsid', 'bookstor']","['green', 'bike', 'park', 'outsid', 'book', 'store']",4.0
"['brown', 'doubl', 'decker', 'tour', 'bu', 'street', 'ferri', 'wheel', 'behind']","['doubledeck', 'bu', 'drive', 'front', 'ferri', 'wheel']",4.4
"['black', 'white', 'chair', 'sit', 'front', 'brick', 'wall', 'window', 'bamboo', 'plant', 'vase']","['black', 'head', 'sheep', 'cover', 'thick', 'white', 'wool', 'stand', 'pastur', 'sheep']",0.6000000000000001
"['man', 'black', 'uniform', 'white', 'hors']","['man', 'tux', 'white', 'hors']",3.6
"['two', 'woman', 'stand', 'live', 'room', 'black', 'dog']","['two', 'woman', 'stand', 'live', 'room', 'black', 'dog', 'look', 'toward', 'camera']",4.0
"['two', 'peopl', 'paddl', 'red', 'cano', 'reflect', 'still', 'water']","['two', 'peopl', 'paddl', 'red', 'cano', 'tree', 'background']",3.2
"['closeup', 'view', 'headlight', 'blue', 'oldfashion', 'car']","['close', 'headlight', 'blue', 'car']",4.0
"['car', 'drive', 'near', 'model', 'build']","['vehicl', 'drive', 'infant', 'ornat', 'build']",2.4
"['blue', 'orang', 'airplan', 'fli', 'land', 'gear']","['red', 'blue', 'plane', 'fli', 'land', 'gear']",2.6
"['black', 'white', 'cat', 'lie', 'blanket']","['black', 'white', 'cat', 'sleep', 'purpl', 'blanket']",4.0
"['build', 'temporari', 'sign', 'entranc', 'park', 'lot']","['road', 'rear', 'imag', 'tail', 'light', 'bu']",0.2
"['group', 'peopl', 'sit', 'around', 'tabl', 'contain', 'food']","['group', 'peopl', 'sit', 'around', 'tabl', 'porch']",3.4
"['man', 'woman', 'sit', 'sofa', 'hold', 'small', 'babi']","['woman', 'sit', 'sofa', 'hold', 'babi']",3.2
"['black', 'white', 'cat', 'lie', 'blanket']","['black', 'white', 'cat', 'sleep', 'side', 'purpl', 'blanket']",3.0
"['black', 'white', 'photo', 'love', 'seat']","['black', 'white', 'photo', 'bicycl']",1.8
"['live', 'room', 'dine', 'tabl', 'background']","['view', 'live', 'room', 'dine', 'room', 'background']",4.2
"['red', 'gray', 'train', 'go', 'tunnel']","['red', 'gray', 'train', 'travel', 'tunnel', 'amongst', 'tree']",4.25
"['red', 'doubl', 'decker', 'bu', 'hood', 'open']","['old', 'red', 'london', 'doubl', 'decker', 'bu', 'hood', 'rais']",4.2
"['man', 'ride', 'white', 'hors']","['woman', 'lead', 'white', 'hors']",1.8
"['view', 'live', 'room', 'dine', 'room', 'background']","['live', 'room', 'larg', 'sofa', 'dine', 'tabl', 'background']",3.8
"['orang', 'kitten', 'lay', 'leather', 'couch']","['young', 'coupl', 'sit', 'black', 'couch']",0.8
"['person', 'wear', 'bike', 'helmet', 'talk', 'cell', 'phone']","['person', 'wear', 'helmet', 'ride', 'bike', 'near', 'white', 'structur']",3.0
"['subway', 'train', 'pull', 'station']","['white', 'train', 'pull', 'station']",3.6
"['bicycl', 'park', 'shop']","['green', 'bike', 'park', 'outsid', 'book', 'store']",3.8
"['two', 'men', 'stand', 'beach']","['two', 'woman', 'stand', 'front', 'tour', 'bu']",0.0
"['longhair', 'black', 'dog', 'stand', 'grassi', 'field']","['blue', 'jay', 'stand', 'grassi', 'field']",1.4
"['small', 'desk', 'chair', 'near', 'laundri', 'closet']","['room', 'tan', 'wall', 'washer', 'dryer']",0.2
"['red', 'doubl', 'decker', 'bu', 'drive', 'street']","['red', 'doubl', 'decker', 'bu', 'drive', 'street']",4.6
"['goos', 'flap', 'wing', 'bodi', 'water']","['black', 'swan', 'flap', 'wing', 'water']",3.0
"['boy', 'lay', 'couch', 'dog']","['boy', 'lie', 'couch', 'puppi']",4.4
"['black', 'white', 'imag', 'cat', 'lay', 'rug']","['black', 'white', 'pictur', 'cat', 'lay', 'rug']",5.0
"['larg', 'jet', 'ground', 'airport']","['larg', 'airplan', 'park', 'airport', 'night']",3.6
"['two', 'woman', 'sit', 'cafe']","['two', 'men', 'catch', 'fish', 'swamp']",0.0
"['eight', 'bottl', 'harp', 'lager', 'line', 'floor']","['eight', 'bottl', 'harp', 'beer', 'line', 'wooden', 'floor']",4.0
"['small', 'child', 'smile', 'camera']","['cat', 'look', 'camera']",1.4
"['woman', 'ride', 'brown', 'hors']","['person', 'dress', 'blue', 'ride', 'brown', 'hors']",2.6
"['photo', 'televis', 'screen', 'show', 'movi']","['wallmount', 'flatscreen', 'tv', 'show', 'movi']",3.2
"['bird', 'perch', 'flowerpot']","['bird', 'perch', 'flowerpot', 'besid', 'stucco', 'wall']",4.2
"['white', 'cat', 'sit', 'insid', 'sink']","['grey', 'white', 'cat', 'sit', 'bathroom', 'sink']",3.4
"['young', 'woman', 'ride', 'gear', 'top', 'hors']","['young', 'girl', 'ride', 'gear', 'hors']",4.4
"['two', 'peopl', 'sail', 'small', 'boat']","['two', 'woman', 'sailboat']",3.8
"['small', 'bird', 'tini', 'branch']","['small', 'bird', 'perch', 'ici', 'branch']",3.0
"['two', 'anim', 'sit', 'rock']","['two', 'eagl', 'sit', 'long', 'branch']",1.6
"['two', 'cat', 'sit', 'back', 'couch', 'look', 'window']","['two', 'cat', 'sit', 'back', 'couch', 'look', 'window', 'sea', 'photo']",4.2
"['two', 'young', 'woman', 'shear', 'sheep']","['two', 'woman', 'sheer', 'sheep']",4.4
"['young', 'rider', 'take', 'ride', 'brown', 'hors']","['young', 'femal', 'rider', 'brown', 'hors']",3.8
"['six', 'peopl', 'seat', 'restaur', 'tabl', 'look', 'camera']","['group', 'peopl', 'sit', 'restaur', 'tabl']",3.0
"['littl', 'white', 'lamb', 'nose', 'wood']","['white', 'lamb', 'nose', 'wooden', 'box']",3.8
"['young', 'girl', 'ride', 'white', 'grey', 'hors']","['littl', 'girl', 'ride', 'white', 'grey', 'hors']",4.6
"['black', 'dog', 'stand', 'next', 'materi', 'construct', 'site']","['black', 'dog', 'stand', 'room', 'construct']",3.2
"['bird', 'flap', 'wing', 'water']","['black', 'swan', 'flap', 'wing', 'water']",3.6
"['black', 'white', 'cat', 'lie', 'blanket']","['black', 'white', 'cat', 'lay', 'cat', 'bed']",3.75
"['young', 'woman', 'ride', 'gear', 'top', 'hors']","['woman', 'ride', 'brown', 'hors']",3.8
"['plane', 'readi', 'takeoff']","['small', 'turboprop', 'plane', 'load', 'tarmac']",3.4
"['white', 'leather', 'couch', 'purs', 'throw', 'blanket']","['televis', 'show']",0.0
"['kitchen', 'wooden', 'cabinet', 'furnitur']","['kitchen', 'wooden', 'tabl', 'cabinet']",4.2
"['cat', 'attack', 'corn', 'husk', 'broom']","['grey', 'white', 'cat', 'sit', 'bathroom', 'sink']",0.8
"['coupl', 'hold', 'babi']","['coupl', 'newborn', 'babi']",4.2
"['small', 'bird', 'eat', 'feeder']","['bird', 'eat', 'bird', 'feeder']",4.25
"['close', 'white', 'sheep', 'black', 'head']","['closeup', 'sheep', 'black', 'head']",4.0
"['young', 'boy', 'lay', 'sofa', 'dog']","['small', 'boy', 'lay', 'sofa', 'dog']",5.0
"['red', 'bird', 'perch', 'tree']","['small', 'red', 'grey', 'bird', 'perch', 'tree']",3.2
"['two', 'bu', 'park', 'street']","['yellow', 'scooter', 'park', 'alley', 'way']",0.4
"['black', 'white', 'dog', 'look', 'camera']","['grey', 'black', 'white', 'cat', 'look', 'camera']",1.0
"['train', 'railroad', 'track']","['train', 'train', 'track']",4.8
"['larg', 'silver', 'locomot', 'engin', 'shed']","['closeup', 'silver', 'train', 'engin', 'red', 'stripe']",3.0
"['woman', 'sit', 'tabl', 'drink', 'basketbal', 'pictur', 'background']","['woman', 'sari', 'drink', 'someth', 'sit', 'tabl']",2.6
"['green', 'steam', 'engin', 'travel', 'railroad', 'track']","['black', 'steam', 'train', 'travel', 'railroad', 'track']",3.0
"['small', 'red', 'car', 'top', 'semi', 'truck']","['red', 'sport', 'car', 'top', 'white', 'semi', 'truck']",4.0
"['man', 'pose', 'photo', 'front', 'train']","['man', 'stand', 'platform', 'front', 'silver', 'train']",3.4
"['bicyclist', 'black', 'black', 'red', 'race', 'bike']","['cyclist', 'black', 'white', 'lira', 'speed', 'past', 'spectat']",3.4
"['kitchen', 'sink', 'countertop', 'bowl', 'shelf']","['small', 'kitchen', 'item', 'stack', 'shelf', 'counter']",3.8
"['televis', 'messi', 'room', 'sever', 'bookcas']","['room', 'televis', 'stereo', 'bookshelf']",3.2
"['black', 'white', 'cat', 'sleep', 'side', 'purpl', 'blanket']","['black', 'white', 'cat', 'lay', 'ground', 'sun']",2.8
"['woman', 'ride', 'bicycl', 'larg', 'concret', 'area']","['woman', 'ride', 'mountain', 'bike', 'larg', 'concret', 'area']",3.8
"['two', 'cow', 'stand', 'larg', 'field']","['cow', 'graze', 'field']",2.8
"['bald', 'man', 'touch', 'nose', 'black', 'hors', 'side', 'fenc']","['bald', 'man', 'beard', 'pet', 'nose', 'black', 'white', 'hors', 'fenc']",3.4
"['man', 'stand', 'next', 'yellow', 'sport', 'car']","['man', 'stand', 'next', 'yellow', 'corvett']",4.0
"['black', 'white', 'photo', 'cow', 'stall']","['black', 'white', 'photo', 'cattl', 'trough']",3.2
"['doubl', 'decker', 'bu', 'london', 'eye', 'ferri', 'wheel', 'background']","['brown', 'doubl', 'decker', 'tour', 'bu', 'street', 'ferri', 'wheel', 'behind']",4.2
"['yellow', 'black', 'bird', 'eat', 'bird', 'feeder']","['flock', 'bird', 'fli', 'bodi', 'water']",0.6000000000000001
"['man', 'stand', 'front', 'train']","['man', 'stand', 'platform', 'front', 'silver', 'train']",3.8
"['small', 'plane', 'park', 'airfield', 'cloudi', 'sky', 'overhead']","['small', 'white', 'plane', 'park', 'airport', 'cloudi', 'day']",4.6
"['boat', 'water', 'near', 'small', 'plane']","['boat', 'water', 'small', 'airplan', 'dock']",3.4
"['man', 'ride', 'white', 'hors', 'arena']","['domest', 'anim', 'stand', 'pen']",0.6000000000000001
"['macintosh', 'comput', 'sit', 'floor']","['comput', 'floor']",4.2
"['black', 'white', 'cat', 'sit', 'brown', 'chair', 'look']","['dog', 'sit', 'yellow', 'chair', 'next', 'green', 'dumpster']",0.4
"['sheep', 'stand', 'afield']","['larg', 'dog', 'stand', 'next', 'sheep', 'field']",2.8
"['group', 'elderli', 'peopl', 'sit', 'around', 'tabl']","['group', 'elderli', 'peopl', 'pose', 'around', 'dine', 'tabl']",3.4
"['three', 'woman', 'brown', 'hair', 'smile']","['three', 'woman', 'indian', 'dress', 'crowd', 'room', 'smile']",2.8
"['black', 'white', 'photo', 'empti', 'train', 'station']","['black', 'white', 'photo', 'cat', 'sit', 'sofa']",1.6
"['two', 'dog', 'fenc', 'kennel', 'look', 'ahead']","['two', 'girl', 'guy', 'pose', 'bow', 'boat']",0.0
"['black', 'white', 'cow', 'look', 'fenc']","['black', 'white', 'cat', 'lay', 'ground', 'sun']",0.6000000000000001
"['sever', 'peopl', 'motorcycl', 'market', 'squar']","['peopl', 'ride', 'mope', 'urban', 'set']",1.8
"['closeup', 'sheep', 'grass']","['closeup', 'lamb', 'ear', 'tag', 'stand', 'grass']",1.8
"['domest', 'cat', 'lay', 'back', 'cat', 'litter']","['tan', 'domest', 'cat', 'black', 'tarp']",2.0
"['two', 'green', 'bird', 'fli', 'toward', 'wooden', 'telephon', 'pole']","['two', 'green', 'bird', 'fli', 'telephon', 'wire']",3.2
"['person', 'sit', 'motorcycl', 'man', 'stand']","['man', 'stand', 'next', 'helmet', 'man', 'motorcycl', 'empti', 'park', 'lot']",3.0
"['three', 'cow', 'graze', 'field']","['two', 'cow', 'graze', 'field']",2.6
"['blue', 'bird', 'perch', 'glove', 'hand']","['bird', 'perch', 'person', 'glove', 'hand']",4.4
"['babi', 'hold', 'ketchup', 'packet']","['babi', 'highchair', 'hold', 'ketchup', 'packet']",4.0
"['closeup', 'view', 'hors', 'head']","['closeup', 'brown', 'hors', 'head']",4.2
"['train', 'train', 'station']","['train', 'station']",5.0
"['dark', 'brown', 'hors', 'stand', 'field']","['hors', 'stand', 'field']",3.6
"['small', 'cat', 'lay', 'wooden', 'beam', 'look', 'camera']","['small', 'dog', 'wear', 'sweater', 'look', 'camera']",0.8
"['black', 'bird', 'sit', 'ground']","['bird', 'sit', 'branch']",2.5
"['small', 'brown', 'bird', 'eat', 'bird', 'feeder', 'hang', 'tree']","['small', 'red', 'grey', 'bird', 'perch', 'tree']",2.0
"['pair', 'dog', 'play', 'purpl', 'ball']","['two', 'dog', 'play', 'purpl', 'footbal']",4.4
"['bird', 'land', 'water']","['boat', 'float', 'water']",0.6000000000000001
"['three', 'child', 'stand', 'near', 'fenc']","['three', 'child', 'stand', 'fenc']",4.6
"['black', 'dog', 'emerg', 'water', 'white', 'ball', 'mouth']","['black', 'dog', 'walk', 'water', 'white', 'ball', 'mouth']",4.8
"['girl', 'purpl', 'shirt', 'pink', 'headband', 'pose']","['young', 'girl', 'wear', 'hat', 'blue', 'jean', 'swing']",0.4
"['brown', 'dog', 'dig', 'hole', 'front', 'plant']","['group', 'peopl', 'walk', 'side', 'railroad', 'track']",0.0
"['brown', 'white', 'dog', 'swim', 'swim', 'pool']","['brown', 'white', 'dog', 'swim', 'backyard', 'swim', 'pool']",4.6
"['boy', 'red', 'sled', 'ride', 'hill']","['multicolour', 'dog', 'red', 'collar', 'crouch', 'grass']",0.0
"['black', 'brown', 'dog', 'run', 'wood']","['dog', 'run', 'wood']",4.0
"['two', 'dog', 'run', 'grass']","['two', 'dog', 'play', 'grass']",4.4
"['young', 'girl', 'hold', 'peac', 'sign']","['littl', 'girl', 'hold', 'onto', 'pole', 'citi', 'street']",0.6000000000000001
"['man', 'hang', 'line', 'cliff', 'water']","['man', 'sit', 'pier', 'bottl', 'water']",0.6000000000000001
"['man', 'crouch', 'hold', 'camera']","['crouch', 'man', 'hold', 'larg', 'camera']",4.6
"['man', 'ride', 'bicycl', 'narrow', 'path']","['man', 'ride', 'unicycl', 'pave', 'road']",2.6
"['man', 'wear', 'orang', 'coat', 'speak', 'anoth', 'walk', 'snow']","['man', 'woman', 'dressedin', 'old', 'fashion', 'cloth', 'sit', 'outsid', 'tabl']",0.6000000000000001
"['dog', 'jump', 'air', 'catch', 'toy']","['black', 'dog', 'jump', 'air', 'catch', 'toy']",4.0
"['brown', 'dog', 'lay', 'blue', 'cover']","['person', 'dive', 'clear', 'blue', 'water']",0.0
"['two', 'boy', 'play', 'field']","['two', 'peopl', 'head', 'cover', 'scarf']",0.0
"['two', 'dog', 'run', 'grass']","['three', 'dog', 'run', 'snow']",2.2
"['boy', 'broken', 'arm', 'rest', 'bed']","['boy', 'broken', 'arm', 'sleep']",4.0
